64,3,aa27cfc8-b98b-4615-9bf9-e1f7a5146439
65,3,9845a59d-2b21-4b68-88bf-a19427efdc87
66,1,6a82b6ed-567e-4924-86c2-63912df463e0
67,12,cabc859a-a5a2-4ad0-b0a1-34864008c11b
68,1,95f754d2-2956-47f5-9634-bbd6c354279a
69,12,b34ee951-8cfe-4e74-afaf-6db03023d2a7
70,20,87f7fbbd-ebd2-45fc-9eb2-574e902024dd
71,20,d340c693-0468-4c65-81ea-0126e7294821
72,18,8f0d2ac8-4bde-40cc-82c3-d969bd7d8f5a
73,50,105472f1-2994-4b56-9958-1b051ef735cb
74,20,705db753-f4bc-4e5a-b364-368b1007e709
75,15,49e4105a-6b3d-41c8-aa64-7bfbd92bc46d
76,20,f92ce6d0-1f76-453a-8ba0-8a87eb28cf80
77,1,e840a7ce-a359-405c-b774-93371c25ad5d
78,7,c76998ed-9704-451a-b936-5d2478ea8f77
79,1,d75525ea-4c85-49ac-b41e-1905b853a7cd
80,7,8000674e-2d6e-444a-99a4-9390ba227675
81,18,00f189a4-da89-4361-9331-12ff5939f0d4
82,50,72fbcbc1-b8b0-4e5f-b8a8-fdf3f6f2be2e
83,1,92e41edf-a26f-48a1-a1ad-647d1f46794f
84,12,7605e7b7-e7b0-44ca-8654-0ca62da41af6
85,1,e40dc4e7-d5ec-4674-bea6-d80a5858c6e8
86,12,1fc57c74-654e-4c6a-823b-9107a9ede239
87,20,586afa13-6cfc-4eed-9dd8-0d4474c7abfb
88,20,f14bcaaf-3e5c-46cd-bfc4-f4d80c317684
89,18,0dc068a3-e2a8-4e70-a9ca-5b68b96506da
90,50,86ee7a3c-0da4-4df3-859b-52e3763a38b9
91,20,dac4fc51-423b-44c2-ae61-dc9271240fc4
92,15,ec209905-d90c-4c35-9742-fe2928540e5b
93,20,e38cd7d7-5eff-48ba-9bfe-2e231931c4dd
94,1,66be5b5c-0955-446c-91a3-324486a06e8a
95,7,5c3a5750-fae2-4472-8bbb-f22ba562d36d
96,1,8d0b117f-d3a4-469d-bb40-0ee726576522
97,7,dcdff77d-679d-41ca-b1a6-271d0a00ee42
98,18,f33a2d10-67c3-420e-b5fc-ce61589c1f0d
99,50,0c8a71f6-7557-40ce-aaad-0189f138ab49
100,1,5af0a42e-0b01-4a0e-88ad-7c086bcd01e8
101,12,e44def2c-17f3-48e9-9ea9-5b99a31603fc
102,1,470119c8-cc47-44d4-ab1f-5a6c46e78898
103,12,04796153-b8b6-482f-8c48-5716e8687610
104,20,af30696d-0e6a-4712-9491-d48d93132d8c
105,20,18d7271d-1fe1-4998-acf1-697488c9338a
106,18,33904a73-36ee-40d7-95e8-e22b169a1504
107,50,0318c61c-16f5-467d-aa0e-5494c56626da
108,20,b0ec5e2d-2968-43f4-8f59-f89bf1cdc59d
109,15,df39e963-3cca-4450-9f84-d7346855606d
110,20,9277503c-d66c-4726-8670-817e2a37c7d5
111,1,1624d89c-cfcd-4236-93e3-e1ef0ded5818
112,7,15bd7cc0-b895-4a44-b51c-2ab4e98da0c6
113,1,7f3bf383-5d8a-44e0-917e-ac02a0ee6b4e
114,7,4fa1014b-81d3-4518-9744-2df9f9350b66
115,18,7d25dd64-beb6-4bc0-a12c-e06c0d263c17
116,50,fdae26ac-5ce9-4b4b-9cca-8c9c1d87d73a
117,3,0a0d68ba-e7e9-4dbb-8b15-998d033b56d9
118,3,b1ebcb8c-0859-4abd-b973-3745969b9ffd
